report_date_as_yyyy_mm_dd,cot_eur_net,cot_usdindex_net,created_at
2012-07-10 00:00:00+00:00,-120204,3269,2022-09-13 14:16:09.004000+00:00
2012-07-17 00:00:00+00:00,-118495,5787,2022-09-13 14:16:09.004000+00:00
2012-07-24 00:00:00+00:00,-108483,6721,2022-09-13 14:16:09.004000+00:00
2012-07-31 00:00:00+00:00,-92960,7661,2022-09-13 14:16:09.004000+00:00
2012-08-07 00:00:00+00:00,-83719,8733,2022-09-13 14:16:09.004000+00:00
2012-08-14 00:00:00+00:00,-90844,9380,2022-09-13 14:16:09.004000+00:00
2012-08-21 00:00:00+00:00,-80729,10425,2022-09-13 14:16:09.004000+00:00
2012-08-28 00:00:00+00:00,-57489,13567,2022-09-13 14:16:09.004000+00:00
2012-09-04 00:00:00+00:00,-56896,15210,2022-09-13 14:16:09.004000+00:00
2012-09-11 00:00:00+00:00,-54218,17608,2022-09-13 14:16:09.004000+00:00
2012-09-18 00:00:00+00:00,-70627,-6160,2022-09-13 14:16:09.004000+00:00
2012-09-25 00:00:00+00:00,-53483,-5971,2022-09-13 14:16:09.004000+00:00
2012-10-02 00:00:00+00:00,-54614,-7509,2022-09-13 14:16:09.004000+00:00
2012-10-09 00:00:00+00:00,-73594,-6535,2022-09-13 14:16:09.004000+00:00
2012-10-16 00:00:00+00:00,-57371,-7532,2022-09-13 14:16:09.004000+00:00
2012-10-23 00:00:00+00:00,-58818,-6301,2022-09-13 14:16:09.004000+00:00
2012-10-30 00:00:00+00:00,-59818,-8843,2022-09-13 14:16:09.004000+00:00
2012-11-06 00:00:00+00:00,-62656,-11636,2022-09-13 14:16:09.004000+00:00
2012-11-13 00:00:00+00:00,-75378,-9039,2022-09-13 14:16:09.004000+00:00
2012-11-20 00:00:00+00:00,-81127,-7298,2022-09-13 14:16:09.004000+00:00
2012-11-27 00:00:00+00:00,-61367,-8453,2022-09-13 14:16:09.004000+00:00
2012-12-04 00:00:00+00:00,-36878,-6591,2022-09-13 14:16:09.004000+00:00
2012-12-11 00:00:00+00:00,-29846,-8420,2022-09-13 14:16:09.004000+00:00
2012-12-18 00:00:00+00:00,-4303,-10675,2022-09-13 14:16:09.004000+00:00
2012-12-24 00:00:00+00:00,1700,-10406,2022-09-13 14:16:09.004000+00:00
2012-12-31 00:00:00+00:00,8875,-9523,2022-09-13 14:16:09.004000+00:00
2013-01-08 00:00:00+00:00,-8427,-1328,2022-09-13 14:16:09.004000+00:00
2013-01-15 00:00:00+00:00,3820,-161,2022-09-13 14:16:09.004000+00:00
2013-01-22 00:00:00+00:00,14252,-1597,2022-09-13 14:16:09.004000+00:00
2013-01-29 00:00:00+00:00,17395,2190,2022-09-13 14:16:09.004000+00:00
2013-02-05 00:00:00+00:00,32973,5306,2022-09-13 14:16:09.004000+00:00
2013-02-12 00:00:00+00:00,21445,3750,2022-09-13 14:16:09.004000+00:00
2013-02-19 00:00:00+00:00,15717,-1451,2022-09-13 14:16:09.004000+00:00
2013-02-26 00:00:00+00:00,-2140,-6050,2022-09-13 14:16:09.004000+00:00
2013-03-05 00:00:00+00:00,-25667,-10008,2022-09-13 14:16:09.004000+00:00
2013-03-12 00:00:00+00:00,-24246,-12320,2022-09-13 14:16:09.004000+00:00
2013-03-19 00:00:00+00:00,-36676,5277,2022-09-13 14:16:09.004000+00:00
2013-03-26 00:00:00+00:00,-43807,6736,2022-09-13 14:16:09.004000+00:00
2013-04-02 00:00:00+00:00,-54743,2436,2022-09-13 14:16:09.004000+00:00
2013-04-09 00:00:00+00:00,-49961,2496,2022-09-13 14:16:09.004000+00:00
2013-04-16 00:00:00+00:00,-26487,3133,2022-09-13 14:16:09.004000+00:00
2013-04-23 00:00:00+00:00,-29296,-3267,2022-09-13 14:16:09.004000+00:00
2013-04-30 00:00:00+00:00,-25943,-447,2022-09-13 14:16:09.004000+00:00
2013-05-07 00:00:00+00:00,-26396,-5771,2022-09-13 14:16:09.004000+00:00
2013-05-14 00:00:00+00:00,-36776,-5234,2022-09-13 14:16:09.004000+00:00
2013-05-21 00:00:00+00:00,-68776,-7415,2022-09-13 14:16:09.004000+00:00
2013-05-28 00:00:00+00:00,-69201,-5531,2022-09-13 14:16:09.004000+00:00
2013-06-04 00:00:00+00:00,-41409,-2244,2022-09-13 14:16:09.004000+00:00
2013-06-11 00:00:00+00:00,-2145,5308,2022-09-13 14:16:09.004000+00:00
2013-06-18 00:00:00+00:00,23865,-17152,2022-09-13 14:16:09.004000+00:00
2013-06-25 00:00:00+00:00,25046,-19420,2022-09-13 14:16:09.004000+00:00
2013-07-02 00:00:00+00:00,-5486,-18641,2022-09-13 14:16:09.004000+00:00
2013-07-09 00:00:00+00:00,-27316,-10623,2022-09-13 14:16:09.004000+00:00
2013-07-16 00:00:00+00:00,-25278,-8538,2022-09-13 14:16:09.004000+00:00
2013-07-23 00:00:00+00:00,-20663,-7593,2022-09-13 14:16:09.004000+00:00
2013-07-30 00:00:00+00:00,-5557,-13181,2022-09-13 14:16:09.004000+00:00
2013-08-06 00:00:00+00:00,8569,-12470,2022-09-13 14:16:09.004000+00:00
2013-08-13 00:00:00+00:00,21253,-8224,2022-09-13 14:16:09.004000+00:00
2013-08-20 00:00:00+00:00,39088,-9017,2022-09-13 14:16:09.004000+00:00
2013-08-27 00:00:00+00:00,42536,-8067,2022-09-13 14:16:09.004000+00:00
2013-09-03 00:00:00+00:00,22573,-10388,2022-09-13 14:16:09.004000+00:00
2013-09-10 00:00:00+00:00,9710,-4716,2022-09-13 14:16:09.004000+00:00
2013-09-17 00:00:00+00:00,40381,-682,2022-09-13 14:16:09.004000+00:00
2013-09-24 00:00:00+00:00,78619,-12354,2022-09-13 14:16:09.004000+00:00
2013-10-01 00:00:00+00:00,80504,-10896,2022-09-13 14:16:09.004000+00:00
2013-10-08 00:00:00+00:00,86055,-11034,2022-09-13 14:16:09.004000+00:00
2013-10-15 00:00:00+00:00,75719,-11838,2022-09-13 14:16:09.004000+00:00
2013-10-22 00:00:00+00:00,81191,-10206,2022-09-13 14:16:09.004000+00:00
2013-10-29 00:00:00+00:00,78554,-11283,2022-09-13 14:16:09.004000+00:00
2013-11-05 00:00:00+00:00,43576,-14697,2022-09-13 14:16:09.004000+00:00
2013-11-12 00:00:00+00:00,29257,-17794,2022-09-13 14:16:09.004000+00:00
2013-11-19 00:00:00+00:00,27113,-16423,2022-09-13 14:16:09.004000+00:00
2013-11-26 00:00:00+00:00,13583,-17310,2022-09-13 14:16:09.004000+00:00
2013-12-03 00:00:00+00:00,24146,-17581,2022-09-13 14:16:09.004000+00:00
2013-12-10 00:00:00+00:00,36556,-13592,2022-09-13 14:16:09.004000+00:00
2013-12-17 00:00:00+00:00,49618,-21346,2022-09-13 14:16:09.004000+00:00
2013-12-24 00:00:00+00:00,54002,-26910,2022-09-13 14:16:09.004000+00:00
2013-12-31 00:00:00+00:00,54356,-22672,2022-09-13 14:16:09.004000+00:00
2014-01-07 00:00:00+00:00,40869,-27066,2022-09-13 14:16:09.004000+00:00
2014-01-14 00:00:00+00:00,33682,-21104,2022-09-13 14:16:09.004000+00:00
2014-01-21 00:00:00+00:00,23325,-25705,2022-09-13 14:16:09.004000+00:00
2014-01-28 00:00:00+00:00,36957,-26213,2022-09-13 14:16:09.004000+00:00
2014-02-04 00:00:00+00:00,9649,-28063,2022-09-13 14:16:09.004000+00:00
2014-02-11 00:00:00+00:00,13792,-27562,2022-09-13 14:16:09.004000+00:00
2014-02-18 00:00:00+00:00,32244,-23858,2022-09-13 14:16:09.004000+00:00
2014-02-25 00:00:00+00:00,38089,-23849,2022-09-13 14:16:09.004000+00:00
2014-03-04 00:00:00+00:00,47748,-17893,2022-09-13 14:16:09.004000+00:00
2014-03-11 00:00:00+00:00,62905,-17817,2022-09-13 14:16:09.004000+00:00
2014-03-18 00:00:00+00:00,70287,-28453,2022-09-13 14:16:09.004000+00:00
2014-03-25 00:00:00+00:00,60003,-32690,2022-09-13 14:16:09.004000+00:00
2014-04-01 00:00:00+00:00,51965,-34243,2022-09-13 14:16:09.004000+00:00
2014-04-08 00:00:00+00:00,37464,-25988,2022-09-13 14:16:09.004000+00:00
2014-04-15 00:00:00+00:00,44820,-20396,2022-09-13 14:16:09.004000+00:00
2014-04-22 00:00:00+00:00,43965,-21993,2022-09-13 14:16:09.004000+00:00
2014-04-29 00:00:00+00:00,39733,-24760,2022-09-13 14:16:09.004000+00:00
2014-05-06 00:00:00+00:00,44980,-25446,2022-09-13 14:16:09.004000+00:00
2014-05-13 00:00:00+00:00,8213,-24848,2022-09-13 14:16:09.004000+00:00
2014-05-20 00:00:00+00:00,-3711,-25629,2022-09-13 14:16:09.004000+00:00
2014-05-27 00:00:00+00:00,-14085,-27962,2022-09-13 14:16:09.004000+00:00
2014-06-03 00:00:00+00:00,-29841,-29194,2022-09-13 14:16:09.004000+00:00
2014-06-10 00:00:00+00:00,-52249,-25230,2022-09-13 14:16:09.004000+00:00
2014-06-17 00:00:00+00:00,-49932,-6472,2022-09-13 14:16:09.004000+00:00
2014-06-24 00:00:00+00:00,-49590,-7578,2022-09-13 14:16:09.004000+00:00
