ref_date,value,publication_date
2011-02-01,0.04,2011-02-28
2011-03-01,0.04,2011-03-31
2011-04-01,0.04,2011-04-29
2011-05-01,0.09,2011-05-31
2011-06-01,0.09,2011-06-30
2011-07-01,0.05,2011-07-29
2011-08-01,-0.29,2011-08-31
2011-09-01,0.02,2011-09-30
2011-10-01,0.05,2011-10-31
2011-11-01,0.05,2011-11-30
2011-12-01,0.07,2011-12-30
2012-01-01,0.01,2012-01-31
2012-02-01,0.03,2012-02-29
2012-03-01,0.05,2012-03-30
2012-04-01,0.02,2012-04-30
2012-05-01,0.0,2012-05-31
2012-06-01,0.0,2012-06-29
2012-07-01,0.0,2012-07-31
2012-08-01,-0.05,2012-08-31
2012-09-01,0.01,2012-09-28
2012-10-01,0.01,2012-10-31
2012-11-01,-0.05,2012-11-30
2012-12-01,-0.2,2012-12-31
2013-01-01,-0.15,2013-01-31
2013-02-01,-0.2,2013-02-28
2013-03-01,-0.1,2013-03-29
2013-04-01,0.06,2013-04-30
2013-05-01,-0.03,2013-05-31
2013-06-01,-0.03,2013-06-28
2013-07-01,0.01,2013-07-31
2013-08-01,-0.2,2013-08-30
2013-09-01,-0.05,2013-09-30
2013-10-01,-0.15,2013-10-31
2013-11-01,-0.08,2013-11-29
2013-12-01,0.01,2013-12-31
2014-01-01,-0.12,2014-01-31
2014-02-01,-0.15,2014-02-28
2014-03-01,-0.15,2014-03-31
2014-04-01,-0.15,2014-04-30
2014-05-01,-0.16,2014-05-30
2014-06-01,-0.15,2014-06-30
2014-07-01,-0.15,2014-07-31
2014-08-01,-0.1,2014-08-29
2014-09-01,-0.1,2014-09-30
2014-10-01,-0.1,2014-10-31
2014-11-01,-0.1,2014-11-28
2014-12-01,-2.0,2014-12-31
2015-01-01,-1.75,2015-01-30
2015-02-01,-1.0,2015-02-27
2015-03-01,-1.5,2015-03-31
2015-04-01,-1.0,2015-04-30
2015-05-01,-1.25,2015-05-29
2015-06-01,-1.15,2015-06-30
2015-07-01,-1.0,2015-07-31
2015-08-01,-1.25,2015-08-31
2015-09-01,-1.0,2015-09-30
2015-10-01,-0.9,2015-10-30
2015-11-01,-1.1,2015-11-30
2015-12-01,-1.0,2015-12-31
2016-01-01,-1.0,2016-01-29
2016-02-01,-0.85,2016-02-29
2016-03-01,-1.1,2016-03-31
2016-04-01,-1.0,2016-04-29
2016-05-01,-1.25,2016-05-31
2016-06-01,-1.75,2016-06-30
2016-07-01,-1.0,2016-07-29
2016-08-01,-3.65,2016-08-31
2016-09-01,-0.95,2016-09-30
2016-10-01,-0.85,2016-10-31
2016-11-01,-0.9,2016-11-30
2016-12-01,-0.9,2016-12-30
2017-01-01,-0.9,2017-01-31
2017-02-01,-0.95,2017-02-28
2017-03-01,-0.95,2017-03-31
2017-04-01,-0.9,2017-04-28
2017-05-01,-0.95,2017-05-31
2017-06-01,-1.18,2017-06-30
2017-07-01,-0.9,2017-07-31
2017-08-01,-1.15,2017-08-31
2017-09-01,-0.9,2017-09-29
2017-10-01,-0.97,2017-10-31
2017-11-01,-1.0,2017-11-30
2017-12-01,-1.0,2017-12-29
2018-01-01,-1.0,2018-01-31
2018-02-01,-0.95,2018-02-28
2018-03-01,-1.0,2018-03-30
2018-04-01,-0.98,2018-04-30
2018-05-01,-0.95,2018-05-31
2018-06-01,-0.9,2018-06-29
2018-07-01,-0.95,2018-07-31
2018-08-01,-0.9,2018-08-31
2018-09-01,-0.9,2018-09-28
2018-10-01,-0.9,2018-10-31
2018-11-01,-0.9,2018-11-30
2018-12-01,-0.95,2018-12-31
2019-01-01,-0.9,2019-01-31
2019-02-01,-0.97,2019-02-28
2019-03-01,-1.51,2019-03-29
2019-04-01,-0.85,2019-04-30
2019-05-01,-0.9,2019-05-31
2019-06-01,-0.95,2019-06-28
2019-07-01,-0.7,2019-07-31
2019-08-01,-1.05,2019-08-30
2019-09-01,-1.0,2019-09-30
2019-10-01,-0.91,2019-10-31
2019-11-01,-0.83,2019-11-29
2019-12-01,-1.0,2019-12-31
2020-01-01,-0.85,2020-01-31
2020-02-01,-0.8,2020-02-28
2020-03-01,-1.25,2020-03-31
2020-04-01,-0.85,2020-04-30
2020-05-01,-0.85,2020-05-29
2020-06-01,-0.9,2020-06-30
2020-07-01,-0.85,2020-07-31
2020-08-01,-0.83,2020-08-31
2020-09-01,-0.85,2020-09-30
2020-10-01,-0.83,2020-10-30
2020-11-01,-0.83,2020-11-30
2020-12-01,-0.85,2020-12-31
2021-01-01,-0.85,2021-01-29
2021-02-01,-0.85,2021-02-26
2021-03-01,-0.83,2021-03-31
2021-04-01,-0.85,2021-04-30
2021-05-01,-0.85,2021-05-31
2021-06-01,-0.9,2021-06-30
2021-07-01,-0.85,2021-07-30
2021-08-01,-0.8,2021-08-31
2021-09-01,-0.8,2021-09-30
2021-10-01,-0.8,2021-10-29
2021-11-01,-0.8,2021-11-30
2021-12-01,-0.9,2021-12-31
2022-01-01,-0.8,2022-01-31
2022-02-01,-0.86,2022-02-28
2022-03-01,-0.8,2022-03-31
2022-04-01,-0.7,2022-04-29
2022-05-01,-0.8,2022-05-31
2022-06-01,-0.26,2022-06-30
2022-07-01,-0.26,2022-07-29
2022-08-01,-0.2,2022-08-31
2022-09-01,-0.1,2022-09-30
2022-10-01,-0.06,2022-10-31
2022-11-01,-0.05,2022-11-30
2022-12-01,0.24,2022-12-30
2023-01-01,0.45,2023-01-31
2023-02-01,0.45,2023-02-28
2023-03-01,0.6,2023-03-31
2023-04-01,0.9,2023-04-28
2023-05-01,0.95,2023-05-31
2023-06-01,1.2,2023-06-30
2023-07-01,1.2,2023-07-31
2023-08-01,1.2,2023-08-31
2023-09-01,1.2,2023-09-29
2023-10-01,1.2,2023-10-31
2023-11-01,1.63,2023-11-30
2023-12-01,1.6,2023-12-29
2024-01-01,1.45,2024-01-31
2024-02-01,1.5,2024-02-29
2024-03-01,1.34,2024-03-29
